repo,org,datasources,teacher,eval_benchmark,swept
DCAgent/exp_rpt_nemotron-bash-withtests_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_nemotron-csharp_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_nemotron-junit_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_nemotron-pytest-gpt5mini,DCAgent,,GPT-5-mini,,False
DCAgent/exp_rpt_nemotron-pytest-gpt5mini-v2,DCAgent,,GPT-5-mini,,False
DCAgent/exp_rpt_nemotron-pytest-gpt5mini-v2_10k,DCAgent,,GPT-5-mini,,False
DCAgent/exp_rpt_nemotron-pytest-gpt5mini-v2_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_nemotron-ruby_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_nemotron-rust_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_pymethods2test-v3_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_pymethods2test-v3_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,False
DCAgent/exp_rpt_quixbugs-python_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_softwareheritage_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-bash-withtests-gpt5mini,DCAgent,,GPT-5-mini,,False
DCAgent/exp_rpt_stack-bash-withtests-gpt5mini_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-dockerfile-gpt5mini,DCAgent,,GPT-5-mini,,False
DCAgent/exp_rpt_stack-dockerfile_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-go-v3-test_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-php-large_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-pytest-gpt5mini,DCAgent,,GPT-5-mini,,False
DCAgent/exp_rpt_stack-pytest-gpt5mini_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-pytest-synthetic-gpt5nano,DCAgent,,GPT-5-nano,,False
DCAgent/exp_rpt_stack-pytest-synthetic-gpt5nano_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-pytest-withtests_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-selfdoc-gpt5mini,DCAgent,,GPT-5-mini,,False
DCAgent/exp_rpt_stack-selfdoc-gpt5mini_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_stack-selfdoc_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_rpt_unitsyn-python_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/exp_tas_baseline_traces,DCAgent,,,,True
DCAgent/exp_tas_frequency_penalty_0.25_traces,DCAgent,,,,True
DCAgent/exp_tas_frequency_penalty_0.5_traces,DCAgent,,,,True
DCAgent/exp_tas_frequency_penalty_1.0_traces,DCAgent,,,,True
DCAgent/exp_tas_full_thinking_traces,DCAgent,,,,True
DCAgent/exp_tas_high_diversity_traces,DCAgent,,,,True
DCAgent/exp_tas_interleaved_thinking_on_traces,DCAgent,,,,True
DCAgent/exp_tas_linear_history_off_traces,DCAgent,,,,True
DCAgent/exp_tas_low_diversity_traces,DCAgent,,,,True
DCAgent/exp_tas_max_episodes_256_traces,DCAgent,,,,True
DCAgent/exp_tas_max_episodes_32_traces,DCAgent,,,,True
DCAgent/exp_tas_max_episodes_512_traces,DCAgent,,,,True
DCAgent/exp_tas_max_episodes_512_traces-10pct,DCAgent,,,,True
DCAgent/exp_tas_max_episodes_512_traces-3pct,DCAgent,,,,True
DCAgent/exp_tas_max_episodes_64_traces,DCAgent,,,,True
DCAgent/exp_tas_max_tokens_1024_traces,DCAgent,,,,True
DCAgent/exp_tas_max_tokens_2048_traces,DCAgent,,,,True
DCAgent/exp_tas_max_tokens_4096_traces,DCAgent,,,,True
DCAgent/exp_tas_max_tokens_8192_traces,DCAgent,,,,True
DCAgent/exp_tas_min_p_0.01_traces,DCAgent,,,,True
DCAgent/exp_tas_min_p_0.05_traces,DCAgent,,,,True
DCAgent/exp_tas_min_p_0.1_traces,DCAgent,,,,True
DCAgent/exp_tas_optimal_combined_8x_traces,DCAgent,,,,True
DCAgent/exp_tas_optimal_combined_traces,DCAgent,,,,True
DCAgent/exp_tas_parser_xml_traces,DCAgent,,,,True
DCAgent/exp_tas_presence_penalty_0.25_traces,DCAgent,,,,True
DCAgent/exp_tas_presence_penalty_0.5_traces,DCAgent,,,,True
DCAgent/exp_tas_presence_penalty_1.0_traces,DCAgent,,,,True
DCAgent/exp_tas_raw_content_off_traces,DCAgent,,,,True
DCAgent/exp_tas_repetition_penalty_1.05_traces,DCAgent,,,,True
DCAgent/exp_tas_repetition_penalty_1.05_traces-10pct,DCAgent,,,,True
DCAgent/exp_tas_repetition_penalty_1.05_traces-3pct,DCAgent,,,,True
DCAgent/exp_tas_repetition_penalty_1.1_traces,DCAgent,,,,True
DCAgent/exp_tas_repetition_penalty_1.2_traces,DCAgent,,,,True
DCAgent/exp_tas_summarize_off_traces,DCAgent,,,,True
DCAgent/exp_tas_summarize_threshold_16384_traces,DCAgent,,,,True
DCAgent/exp_tas_summarize_threshold_2048_traces,DCAgent,,,,True
DCAgent/exp_tas_summarize_threshold_32768_traces,DCAgent,,,,True
DCAgent/exp_tas_summarize_threshold_4096_traces,DCAgent,,,,True
DCAgent/exp_tas_temp_0.25_traces,DCAgent,,,,True
DCAgent/exp_tas_temp_0.5_traces,DCAgent,,,,True
DCAgent/exp_tas_temp_2.0_traces,DCAgent,,,,True
DCAgent/exp_tas_temp_4.0_traces,DCAgent,,,,True
DCAgent/exp_tas_timeout_multiplier_0.25_traces,DCAgent,,,,True
DCAgent/exp_tas_timeout_multiplier_1.0_traces,DCAgent,,,,True
DCAgent/exp_tas_timeout_multiplier_4.0_traces,DCAgent,,,,True
DCAgent/exp_tas_timeout_multiplier_8.0_traces,DCAgent,,,,True
DCAgent/exp_tas_tmux_large_traces,DCAgent,,,,True
DCAgent/exp_tas_top_k_128_traces,DCAgent,,,,True
DCAgent/exp_tas_top_k_16_traces,DCAgent,,,,True
DCAgent/exp_tas_top_k_32_traces,DCAgent,,,,True
DCAgent/exp_tas_top_k_64_traces,DCAgent,,,,True
DCAgent/exp_tas_top_p_0.8_traces,DCAgent,,,,True
DCAgent/exp_tas_top_p_0.95_traces,DCAgent,,,,True
DCAgent/exp_tas_top_p_0.9_traces,DCAgent,,,,True
DCAgent/exp_tas_trajectory_minimal_traces,DCAgent,,,,True
DCAgent/exp_usc_swesmith,DCAgent,swesmith,,,False
DCAgent/freelancer-askllm-filtered-sandboxes-traces-terminus-2,DCAgent,,,,True
DCAgent/freelancer-projects-0-1k-traces,DCAgent,,,,True
DCAgent/freelancer-projects-0-3k-traces,DCAgent,,,,True
DCAgent/freelancer-projects-10k-traces,DCAgent,,,,True
DCAgent/freelancer-projects-1k-traces,DCAgent,,,,True
DCAgent/freelancer-projects-3k-traces,DCAgent,,,,True
DCAgent/freelancer-projects-gpt5_Qwen3-8B-dev-71-tasks,DCAgent,,Qwen3,,False
DCAgent/freelancer-projects-gpt5mini,DCAgent,,GPT-5-mini,,False
DCAgent/freelancer-projects-sandboxes-ta-rl-gpt-5-mini,DCAgent,,GPT-5-mini,,False
DCAgent/freelancer-projects-sandboxes-ta-rl-gpt-5-nano,DCAgent,,GPT-5-nano,,False
DCAgent/freelancer-projects-sandboxes-ta-rl-gpt-5-nano-fix,DCAgent,,GPT-5-nano,,False
DCAgent/freelancer-projects-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/freelancer-random-instruction-filter-traces-terminus-2,DCAgent,,,,True
DCAgent/freelancer-short-instruction-filter_Qwen3-8B,DCAgent,,Qwen3,,False
DCAgent/g1_clean_hybrid_scaffold_25k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_clean_hybrid_scaffold_plus_r2eg_gfi_38k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_diverse_tezos_top4_1000_glm47_traces,DCAgent,tezos,GLM-4.7,,False
DCAgent/g1_diverse_tezos_top4_100k_glm47_traces,DCAgent,tezos,GLM-4.7,,True
DCAgent/g1_filter_llm_judge_d1_original_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_a1_top16_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_d1_all_variants_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_d1_original_2x_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_d1_original_40k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_d1_original_40k_glm47_traces_1k,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_d1_original_40k_glm47_traces_3160,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_r2egym_20k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_sampled_swesmith_psu_d1_original_40k_glm47_traces,DCAgent,swesmith,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_scaffold_20k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_swegym_20k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_top8_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_gpt_long_tor_20k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_issue_20k_glm47_traces,DCAgent,issue,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_issue_50k_glm47_traces,DCAgent,issue,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_superuser_20k_glm47_traces,DCAgent,superuser,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_superuser_50k_glm47_traces,DCAgent,superuser,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_swesmith_20k_glm47_traces,DCAgent,swesmith,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_swesmith_25k_glm47_traces,DCAgent,swesmith,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_tezos_20k_glm47_traces,DCAgent,tezos,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_tezos_50k_glm47_traces,DCAgent,tezos,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_top4_100k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_top4_31600_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_e1_weighted_top4_50k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top6_80k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top7_85k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top8_10000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top8_1000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top8_100k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top8_31600_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top8_3160_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top8_316_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_min_episodes_top8_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_selective_top8_diverse_100000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_selective_top8_diverse_10000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_selective_top8_diverse_1000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_selective_top8_diverse_31600_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_selective_top8_diverse_3160_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_selective_top8_diverse_316_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_selective_top8_diverse_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_subagent_e1_gpt_long_d1_original_40k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_timeout_e1_gpt_long_d1_original_40k_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_timeout_e1_gpt_long_sampled_psu_swesmith_31k_glm47_traces,DCAgent,swesmith,GLM-4.7,,True
DCAgent/g1_timeout_e1_gpt_long_sampled_swesmith_psu_d1_original_40k_glm47_traces,DCAgent,swesmith,GLM-4.7,,True
DCAgent/g1_top8_85k_plus_gptlong_swegym_10000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_top8_85k_plus_gptlong_swegym_3160_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_top8_85k_plus_gptlong_swegym_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_top8_gptlong_dist_31600_10000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_top8_gptlong_dist_31600_3160_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_top8_gptlong_dist_31600_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_weighted_31600_cap10_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_weighted_31600_plus_nemotron_10000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_weighted_31600_plus_nemotron_1000_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/g1_weighted_31600_plus_nemotron_3160_glm47_traces,DCAgent,,GLM-4.7,,True
DCAgent/github-dockerfiles-docker-exp-taskmaster2-tasks_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/glaive-code-assistant-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/glm46-Magicoder-Evol-Instruct-110K-sandboxes-1-traces,DCAgent,,GLM-4.6,,True
DCAgent/glm46-Toolscale-tasks-traces,DCAgent,,GLM-4.6,,True
DCAgent/glm46-bash-textbook-traces,DCAgent,,GLM-4.6,,True
DCAgent/gsm8k-qwen3-coder-30b-a3b-instruct-traces,DCAgent,,Qwen3-Coder-30B,,True
DCAgent/harbor-devel-sandboxes_glm47_sharding_test,DCAgent,,GLM-4.7,,False
DCAgent/harbor-devel-sandboxes_glm47_traces_test,DCAgent,,GLM-4.7,,True
DCAgent/harbor-devel-sandboxes_glm_4.6_traces_openhands,DCAgent,,GLM-4.6,,True
DCAgent/harbor-devel-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/harbor-devel-sandboxes_qwen_traces_test,DCAgent,,,,True
DCAgent/inferredbugs-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/llm-verifier-clean-sandboxes-eval-set_glm_4.6_traces,DCAgent,,GLM-4.6,,True
DCAgent/llm-verifier-code-contests_glm_4.6_traces,DCAgent,,GLM-4.6,,True
DCAgent/mlfoundations-dev_clean-sandboxes-tasks-eval-set_Qwen_Qwen3-8B_20251105_005246,DCAgent,,Qwen3,,False
DCAgent/nemo-prism-math-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/nemotron-tc-skill-mixed-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-agenttuning-alfworld-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-agenttuning-db-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-agenttuning-kg-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-agenttuning-mind2web-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-agenttuning-os-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-agenttuning-webshop-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-code-feedback-sandboxes-traces-terminus-2,DCAgent,,,,True
DCAgent/neulab-code-feedback-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-codeactinstruct-sandboxes-traces-terminus-2,DCAgent,,,,True
DCAgent/neulab-codeactinstruct-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-go-browse-wa-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-mind2web-sandboxes-traces-terminus-2,DCAgent,,,,True
DCAgent/neulab-mind2web-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-nebius-swe-agent-trajectories-sandboxes-traces-terminus-2,DCAgent,,,,True
DCAgent/neulab-nebius-swe-agent-trajectories-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-nnetnav-live-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-nnetnav-wa-sandboxes-traces-terminus-2,DCAgent,,,,True
DCAgent/neulab-openhands-sandboxes-traces-terminus-2,DCAgent,,,,True
DCAgent/neulab-orca-agentinstruct-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-swe-gym-openhands-sampled-trajectories-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/neulab-synatra-sandboxes-traces-terminus-2,DCAgent,,,,True
DCAgent/neulab-synatra-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/nl2bash-0-1k-traces,DCAgent,,,,True
DCAgent/nl2bash-0-3k-traces,DCAgent,,,,True
DCAgent/nl2bash-1k-traces,DCAgent,,,,True
DCAgent/nl2bash-3k-traces,DCAgent,,,,True
DCAgent/nl2bash-GLM-4.6-traces,DCAgent,,GLM-4.6,,True
DCAgent/nl2bash-GLM-4.6-traces_Qwen3-8B-dev-71-tasks,DCAgent,,GLM-4.6,,True
DCAgent/nl2bash-Qwen3-Coder-480B-traces,DCAgent,,Qwen3-Coder-480B,,True
DCAgent/nl2bash_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/nl2bash_gpt-5-nano-traces,DCAgent,,GPT-5-nano,,True
DCAgent/nl2bash_verified_gpt-5-nano-traces,DCAgent,,GPT-5-nano,,False
DCAgent/ot3-100k-science-subset-gpt-5-nano-traces,DCAgent,,GPT-5-nano,,True
DCAgent/perturbed-docker-exp-freelancer-tasks_glm_4.7_traces_upsampled_10k,DCAgent,,GLM-4.7,,True
DCAgent/perturbed-docker-exp-magicoder-tasks-1_glm_4.7_traces,DCAgent,,GLM-4.7,,True
DCAgent/perturbed-docker-exp-magicoder-tasks-2_glm_4.7_traces_jupiter_upsampled_10k,DCAgent,,GLM-4.7,,True
DCAgent/perturbed-docker-exp-magicoder-tasks-2_glm_4.7_traces_locetash,DCAgent,,GLM-4.7,,True
DCAgent/qasper-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/r2egym_sandboxes_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/r2egym_sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/rl__24GPU_base__exp_rpt_codeelo-v2__Qwen3-8B,DCAgent,,Qwen3,,False
DCAgent/rl__24GPU_base_maxgn09__exp_rpt_pymethods2test-large__GLM-4_7-swesmith-san__40-0,DCAgent,swesmith,GLM-4.7,,False
DCAgent/rl__24GPU_shaped_entropy__mix_v2_baseline_uniform__qwen3base-GLM-4_7-sw,DCAgent,,GLM-4.7,,False
DCAgent/rl__24GPU_shaped_entropy__mix_v2_h1_struggle_zone__qwen3base-GLM-4_7-sw,DCAgent,,GLM-4.7,,False
DCAgent/rl__24GPU_shaped_entropy__mix_v2_h2_language_balanced__qwen3base-GLM-4_7-sw,DCAgent,,GLM-4.7,,False
DCAgent/rl__24GPU_shaped_entropy__mix_v2_h2_language_proportional__qwen3base-GLM-4_7-sw,DCAgent,,GLM-4.7,,False
DCAgent/rl__24GPU_shaped_entropy__mix_v2_h4_dense_rewards_hard__qwen3base-GLM-4_7-sw,DCAgent,,GLM-4.7,,False
DCAgent/rl__32GPU_shaped_entropy__mix_v2_baseline_uniform__GLM-4_7-swesmith-san,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__32GPU_shaped_entropy__mix_v2_baseline_uniform__GLM-4_7-swesmith-san__20-0,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__32GPU_shaped_entropy__mix_v2_h1_struggle_zone__GLM-4_7-swesmith-san,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__32GPU_shaped_entropy__mix_v2_h1_struggle_zone__GLM-4_7-swesmith-san__20-0,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__32GPU_shaped_entropy__mix_v2_h2_language_balanced__GLM-4_7-swesmith-san,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__32GPU_shaped_entropy__mix_v2_h2_language_balanced__GLM-4_7-swesmith-san__20-0,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__32GPU_shaped_entropy__mix_v2_h2_language_proportional__GLM-4_7-swesmith-san,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__32GPU_shaped_entropy__mix_v2_h4_dense_rewards_hard__GLM-4_7-swesmith-san,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__32GPU_shaped_entropy__mix_v2_h4_dense_rewards_hard__GLM-4_7-swesmith-san__20-0,DCAgent,swesmith,GLM-4.7,,True
DCAgent/rl__40GPU_base_32b__code-contests-noblock__Qwen3-32B,DCAgent,,Qwen3,,False
DCAgent/rl__40GPU_base_32b__exp_rpt_codeelo-v2__sft_GLM-4-7-swesmith,DCAgent,swesmith,,,True
DCAgent/rl__40GPU_base_32b__exp_rpt_nemotron-bash__Qwen3-32B,DCAgent,,Qwen3,,False
DCAgent/rl__40GPU_base_32b__exp_rpt_nemotron-bash__sft_GLM-4-7-swesmith,DCAgent,swesmith,,,True
DCAgent/rl__40GPU_base_32b__exp_rpt_pymethods2test-large__Qwen3-32B,DCAgent,,Qwen3,,False
DCAgent/rl__48GPU_base_32b__code-contests-noblock__Qwen3-32B,DCAgent,,Qwen3,,False
DCAgent/rl_rl-config_24GPU_base-yaml_model-path_Qwen3-8B_train-data_exp_rpt_codeelo-v2,DCAgent,,Qwen3,,False
DCAgent/selfinstruct-naive-sandboxes-2-traces,DCAgent,,,,True
DCAgent/selfinstruct-naive-sandboxes-2_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/stackex_superuser_glm5_traces,DCAgent,superuser,GLM-5.x,,True
DCAgent/stackex_superuser_glm5_traces_v2,DCAgent,superuser,GLM-5.x,,True
DCAgent/stackex_tezos_exp_rpt_issue_glm5awq_traces,DCAgent,tezos;issue,GLM-5.x,,True
DCAgent/stackexchange-codereview-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/stackexchange-overflow-sandboxes-skywork-response_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/stackexchange-superuser-sandboxes-100k,DCAgent,superuser,,,False
DCAgent/stackexchange-superuser-sandboxes-100k-withtests,DCAgent,superuser,,,False
DCAgent/stackexchange-superuser-sandboxes-25k-withtests,DCAgent,superuser,,,False
DCAgent/stackexchange-superuser-sandboxes-skywork-response,DCAgent,superuser,,,False
DCAgent/stackexchange-superuser-sandboxes_glm_4.6_traces_jupiter,DCAgent,superuser,GLM-4.6,,True
DCAgent/stackexchange-superuser-sandboxes_glm_4.7_traces_jupiter,DCAgent,superuser,GLM-4.7,,True
DCAgent/stackexchange-tezos-sandboxes-25k-withtests,DCAgent,tezos,,,False
DCAgent/stackexchange-tezos-sandboxes-armo-rm,DCAgent,tezos,,,False
DCAgent/stackexchange-tezos-sandboxes-skywork,DCAgent,tezos,,,False
DCAgent/stackexchange-tezos-sandboxes-skywork-response,DCAgent,tezos,,,False
DCAgent/stackexchange-tezos-sandboxes_glm_4.6_traces_jupiter,DCAgent,tezos,GLM-4.6,,True
DCAgent/stackexchange-tezos-sandboxes_glm_4.6_traces_locetash,DCAgent,tezos,GLM-4.6,,True
DCAgent/stackexchange-tezos-sandboxes_glm_4.6_traces_locetash_again,DCAgent,tezos,GLM-4.6,,True
DCAgent/stackexchange-tezos-sandboxes_glm_4.6_traces_together,DCAgent,tezos,GLM-4.6,,True
DCAgent/stackexchange-tezos-sandboxes_glm_4.6_traces_together_again,DCAgent,tezos,GLM-4.6,,True
DCAgent/stackexchange-tezos-sandboxes_glm_4.7_traces_openhands,DCAgent,tezos,GLM-4.7,,True
DCAgent/stackexchange-tezos-sandboxes_glm_traces_blah,DCAgent,tezos,,,True
DCAgent/stackexchange-tor-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/stackexchange-unix-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/staqc-ot3-100k-code-subset-traces-terminus-2,DCAgent,,,,True
DCAgent/staqc-ot3-100k-code-subset-traces-terminus-2_Qwen3-8B,DCAgent,,Qwen3,,True
DCAgent/staqc-ot3-100k-math-subset-traces-terminus-2,DCAgent,,,,True
DCAgent/staqc-ot3-100k-science-subset-gpt-5-nano-traces,DCAgent,,GPT-5-nano,,True
DCAgent/staqc-ot3-100k-science-subset-traces-terminus-2,DCAgent,,,,True
DCAgent/staqc-ot3-100k-science-subset-traces-terminus-2_Qwen3-8B,DCAgent,,Qwen3,,True
DCAgent/staqc-ot3-100k-traces-terminus-2,DCAgent,,,,True
DCAgent/staqc-ot3-100k-traces-terminus-2_Qwen3-8B,DCAgent,,Qwen3,,True
DCAgent/staqc-sandboxes-traces-terminus-2_Qwen3-1-7B,DCAgent,,Qwen3,,True
DCAgent/staqc-sandboxes-traces-terminus-2_Qwen3-14B,DCAgent,,Qwen3,,True
DCAgent/staqc-sandboxes-traces-terminus-2_Qwen3-32B,DCAgent,,Qwen3,,True
DCAgent/staqc-sandboxes-traces-terminus-2_Qwen3-4B-Instruct-2507,DCAgent,,Qwen3,,True
DCAgent/staqc-sandboxes-traces-terminus-2_Qwen3-4B-Thinking-2507,DCAgent,,Qwen3,,True
DCAgent/staqc-sandboxes-traces-terminus-2_Qwen3-8B-Base,DCAgent,,Qwen3,,True
DCAgent/staqc_1000_expert_traces,DCAgent,,,,True
DCAgent/staqc_10_expert_traces,DCAgent,,,,True
DCAgent/staqc_10_expert_traces_4way_dp,DCAgent,,,,True
DCAgent/staqc_10_expert_traces_test,DCAgent,,,,True
DCAgent/staqc_10_expert_traces_test_v2,DCAgent,,,,True
DCAgent/staqc_10_together_expert_traces,DCAgent,,,,True
