repo,org,datasources,teacher,eval_benchmark,candidate,swept
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-8nodes-synceae82a6a,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11203c1ce06,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11203e1610b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11205583ebe,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11209bc4b45,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11209d693e2,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1120bffeed6,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1120f25fa5c,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11210bb2603,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112177228bb,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11219d14d5b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1121a97494b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1121f97d282,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11220162c80,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112211792a6,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112219c40ce,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1122473491f,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1122578aad0,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11226b5c793,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11226c478bb,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1122ab7ea2a,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1122b201c13,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1122b93cbb1,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1123350e3c0,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112353f13c6,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11236258ce2,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1123694a65e,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11236d09758,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112370afc29,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112371c122f,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112385b133d,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112397e29c1,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1123ac1be4e,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1123b8005d5,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1123bd0bfcd,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1124159b7d3,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1124583f86f,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1124596eb45,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11248c66bf5,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1124be4c0bc,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1124ccad042,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112531068ad,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112547a81ab,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1125582f1f8,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11258b50271,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1125a2d5562,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1125a642f78,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1125be5b1d6,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1125f06bc33,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1125f8d740e,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1125fd2cd60,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112612e156d,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11264e548dc,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112650205bc,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1126759a1d9,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11268899494,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1126addb197,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1126b1a3b47,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1126b85dd3c,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1126c989256,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1126d96a643,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1126eff18cf,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1127399fe0a,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1127409333b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1127649bd4a,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1127788458c,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1127d9d594a,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1127db4365e,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112813ef85a,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112823ca185,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11283421204,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11286c5d9b5,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112875ffc24,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128804aebe,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112892c8287,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128c73aa5e,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128cbe2355,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128d0322b8,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128d071afa,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128d79a8b4,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128deb3be5,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128e926113,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1128eaa40a9,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11291777470,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11291aca0fb,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112931ec869,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1129344d59b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112956c58bc,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-11298bc7abc,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112999d851f,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1129a577aed,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1129a6e009b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-1129f058230,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112a1c68da5,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112a233825c,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112a23addb3,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112a2fe6c0b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112a82860e5,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112a8712edc,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112aa4aca6a,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112ad66bc64,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112b14dcbdf,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112b3b01160,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112b7740667,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112b7a22940,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112b93c8966,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112c054a28b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112c076cd5b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112c0e139ef,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112c1343013,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112c64d5adf,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112c6662787,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112c8cf105b,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112cb0582bd,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112cd1f1066,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112ce60c7bd,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112cfe2796d,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112d00b157f,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112d61157b7,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112d737fe50,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112d77a46c7,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112d9ff6164,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112da55e66c,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112db016ac4,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112dc0663fb,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112dcc2bfdf,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112e17814a1,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112e30012f7,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112e45c3029,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112e45de35f,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112e5b328fc,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112e5be3ce8,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112eb869a16,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112ec72825c,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112f1bedc99,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112f4182e0f,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112f7b93c15,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112f85bcad2,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112fa957fe4,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112faa2401d,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps24-112fd94875a,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps32-acc01be7ac0,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps32-acc6490f121,DCAgent2,,Qwen3,terminal_bench_2,False,False
DCAgent2/DCAgent2_terminal_bench_2_DCAgent_nl2bash-nl2bash-bugsseq_Qwen3-8B-maxEps32-acc65954d4a,DCAgent2,,Qwen3,terminal_bench_2,False,False
